,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,Constitución,75,CL,1586657188,81,-35.33,-72.42,52.57,4.48
374,Praia,23,CV,1586657188,78,14.92,-23.51,73.4,4.6
375,Georgiyevka,86,KZ,1586657188,76,43.04,74.71,50.0,3.0
376,Bella Union,0,UY,1586657189,66,-30.28,-57.6,57.96,2.59
377,Avilés,90,ES,1586657189,93,43.55,-5.92,55.4,0.5
378,Palana,26,RU,1586657189,92,59.12,159.97,20.98,2.69
379,Brønnøysund,90,NO,1586657190,86,65.46,12.2,37.4,6.2
380,Fairbanks,1,US,1586657157,41,64.84,-147.72,46.4,2.6
381,Kumul,42,CN,1586657190,14,42.8,93.45,64.92,3.35
382,Simití,100,CO,1586657190,82,7.96,-73.94,78.73,1.35
383,Cockburn Town,0,TC,1586657190,79,21.46,-71.14,79.09,6.8
384,Rongcheng,0,CN,1586657191,70,30.63,117.85,57.0,4.0
385,Berlevåg,100,NO,1586657111,79,70.86,29.09,21.2,6.7
386,Ariquemes,100,BR,1586656912,93,-9.91,-63.04,74.43,0.52
387,Roura,20,GF,1586657191,74,4.73,-52.33,80.6,2.1
388,Santa Cruz,40,MA,1586657192,77,30.42,-9.6,62.6,1.18
389,Roebourne,1,AU,1586657192,35,-20.78,117.13,90.59,7.06
390,Masterton,58,NZ,1586657192,69,-40.96,175.66,73.0,1.34
391,Prainha,100,BR,1586657193,91,-1.8,-53.48,74.86,0.94
392,Kavaratti,63,IN,1586657182,66,10.57,72.64,84.96,1.72
393,Kiunga,86,PG,1586657193,67,-6.12,141.29,88.99,0.71
394,Barstow,1,US,1586656997,33,34.9,-117.02,71.6,8.2
395,General Roca,70,AR,1586657193,71,-39.03,-67.58,53.6,5.06
396,Salaberry-de-Valleyfield,20,CA,1586657194,51,45.25,-74.13,39.99,2.1
397,San Joaquin,82,VE,1586657195,66,10.26,-67.79,76.32,1.88
398,Koyima,50,SL,1586657195,84,8.7,-11.03,72.19,0.35
399,La Palma,20,US,1586657082,68,33.85,-118.05,64.99,4.1
400,Cayenne,20,GF,1586657195,74,4.93,-52.33,80.6,2.1
401,Mineiros,0,BR,1586657196,74,-17.57,-52.55,67.08,0.51
402,Te Anau,80,NZ,1586657196,75,-45.42,167.72,56.39,1.66
403,Parrita,20,CR,1586657196,65,9.52,-84.32,77.0,2.6
404,Atar,0,MR,1586657197,22,20.52,-13.05,77.05,5.36
405,Bubaque,1,GW,1586657197,77,11.28,-15.83,77.97,4.7
406,Port-Gentil,99,GA,1586657197,84,-0.72,8.78,79.27,6.08
407,Priladozhskiy,0,RU,1586657198,92,59.85,31.48,24.8,1.0
408,Arrondissement de Saint-Denis,58,FR,1586657198,71,48.92,2.33,61.0,0.5
409,Chara,100,RU,1586657198,60,56.91,118.26,38.52,1.22
410,Onega,0,RU,1586657199,92,63.91,38.14,27.07,2.24
411,La Mira,39,MX,1586657199,79,18.04,-102.33,74.48,0.65
412,Umm Kaddadah,100,SD,1586657168,16,13.6,26.69,73.78,7.53
413,Port Blair,100,IN,1586657201,72,11.67,92.75,83.19,3.37
414,Syracuse,13,IT,1586657201,87,37.09,15.28,54.0,2.1
415,Abhā,58,SA,1586656989,82,18.22,42.51,62.6,1.12
416,Tete,40,MZ,1586657202,88,-16.16,33.59,68.0,1.08
417,Tocopilla,39,CL,1586657202,50,-22.09,-70.2,67.39,1.55
418,Sembakung,43,ID,1586657202,74,3.82,117.25,85.23,0.71
419,Ishigaki,75,JP,1586657203,82,24.34,124.16,64.4,5.7
420,El Escorial,99,ES,1586657203,66,40.59,-4.15,55.99,3.1
421,Salina,1,US,1586657073,31,38.84,-97.61,75.2,5.45
422,Tiznit Province,96,MA,1586657203,71,29.58,-9.5,57.67,2.02
423,Vidim,0,RU,1586657204,55,56.41,103.11,41.0,2.47
424,Yacuiba,0,BO,1586657204,55,-22.04,-63.68,60.93,1.18
425,Natal,20,BR,1586657204,88,-5.79,-35.21,78.8,1.5
426,Tura,1,IN,1586657204,24,25.52,90.22,88.61,1.7
427,Mehamn,100,NO,1586657205,79,71.04,27.85,21.2,6.7
428,Stawell,7,AU,1586657205,39,-37.05,142.77,61.54,2.75
429,Khandyga,100,RU,1586657205,93,62.67,135.6,33.35,2.8
430,Port Hardy,20,CA,1586657130,58,50.7,-127.42,55.4,5.1
431,Klaksvík,99,FO,1586657179,76,62.23,-6.59,37.4,11.8
432,Mankono,69,CI,1586657206,74,8.06,-6.19,75.04,1.88
433,Kampot,40,KH,1586656958,70,10.62,104.18,87.8,1.0
434,Bireun,47,ID,1586657207,64,5.2,96.7,86.56,1.87
435,Saint-Augustin,75,CA,1586657110,97,51.23,-58.65,27.97,2.87
436,Airai,97,TL,1586657101,69,-8.93,125.41,66.65,0.42
437,Dakar,79,SN,1586656974,88,14.69,-17.44,73.4,2.1
438,Turka,32,UA,1586657208,40,49.15,23.03,39.0,1.3
439,Santa Rosa,75,PH,1586656951,66,14.31,121.11,89.01,3.6
440,Krasnoarmiys'k,0,UA,1586657208,77,48.28,37.18,35.28,4.62
441,Kisangani,99,CD,1586657209,86,0.52,25.2,70.97,1.08
442,Khani,90,GE,1586657209,93,41.96,42.96,44.6,1.5
443,Sibu,75,MY,1586657209,78,2.3,111.82,82.4,1.71
444,Seoul,1,KR,1586657116,50,37.57,126.98,55.4,3.6
445,Cravo Norte,100,CO,1586657210,65,6.3,-70.2,83.1,0.21
446,Samarai,81,PG,1586657210,59,-10.62,150.67,83.52,3.52
447,Morón,25,AR,1586657044,87,-34.65,-58.62,66.2,2.1
448,Pogar,0,RU,1586657211,87,52.55,33.26,30.9,3.2
449,Lae,98,PG,1586657211,61,-6.72,146.98,87.19,2.24
450,Riyadh,40,SA,1586657166,27,24.69,46.72,73.4,3.1
451,Morant Bay,20,JM,1586657211,74,17.88,-76.41,84.2,4.1
452,Ulaangom,100,MN,1586657212,67,49.98,92.07,31.1,1.14
453,Jacqueville,40,CI,1586657098,94,5.21,-4.41,77.0,5.7
454,Manjo,91,CM,1586657212,76,4.84,9.82,66.2,0.16
455,Mufumbwe,72,ZM,1586657213,69,-13.68,24.8,60.8,1.7
456,Miandrivazo,68,MG,1586657213,76,-19.52,45.47,75.6,1.24
457,Porto-Novo,40,BJ,1586656930,79,6.5,2.6,84.2,3.6
458,Fairhope,1,US,1586657214,82,30.52,-87.9,69.8,1.5
459,Camacha,40,PT,1586657214,72,33.08,-16.33,62.6,5.1
460,Erenhot,0,CN,1586657214,22,43.65,111.98,53.15,3.88
461,Nahuatzén,63,MX,1586657214,38,19.7,-101.83,66.99,0.89
462,Henties Bay,3,NA,1586657215,87,-22.12,14.28,64.99,0.45
463,Pa Daet,100,TH,1586657215,78,19.5,99.99,82.0,2.6
464,Road Town,1,VG,1586656985,74,18.42,-64.62,81.0,2.1
465,Caravelas,3,BR,1586657216,86,-17.71,-39.25,78.01,2.24
466,Rafrāf,20,TN,1586657216,87,37.19,10.18,51.8,1.2
467,Huanren,0,CN,1586657216,33,41.26,125.37,54.72,4.9
468,Zhangjiakou,0,CN,1586656941,21,40.81,114.88,57.67,8.58
469,Tacuarembó,0,UY,1586657217,79,-31.73,-55.98,55.09,1.46
470,Broome,1,US,1586657217,55,42.25,-75.83,37.0,1.5
471,Xining,86,CN,1586657100,16,36.62,101.77,47.75,1.17
472,Lata,75,PT,1586657218,93,40.16,-8.33,57.0,2.6
473,Monterey,90,US,1586657218,76,36.25,-121.25,62.01,3.6
474,Neryungri,96,RU,1586657218,68,56.67,124.65,38.64,2.32
475,Rochegda,8,RU,1586657219,95,62.8,43.25,23.95,1.25
476,Dingalan,24,PH,1586657219,62,15.39,121.39,85.37,0.86
477,Tendō,20,JP,1586657219,43,38.35,140.37,57.0,1.5
478,Kismayo,54,SO,1586657219,78,-0.36,42.55,82.38,1.63
479,Ranong,84,TH,1586657220,74,9.97,98.63,84.2,0.5
480,Grindavik,40,IS,1586657220,80,63.84,-22.43,35.6,5.1
481,Corn Island,69,NI,1586657220,82,12.17,-83.04,81.66,6.65
482,Ostrovnoy,0,RU,1586657220,93,68.05,39.51,14.67,4.74
483,Copalillo,0,MX,1586657221,21,18.03,-99.12,93.0,0.45
484,Russell,1,US,1586657188,67,32.35,-85.2,62.6,2.1
485,De Aar,28,ZA,1586657221,34,-30.65,24.01,62.17,5.02
486,Tilichiki,0,RU,1586657221,90,60.47,166.1,17.67,2.11
487,Leningradskiy,85,RU,1586657221,91,69.38,178.42,18.28,1.95
488,Katsuura,75,JP,1586657222,81,35.13,140.3,57.0,4.6
489,Nantucket,1,US,1586657222,39,41.28,-70.1,46.4,6.2
490,Husavik,90,IS,1586657222,93,66.04,-17.34,32.0,10.8
491,Iquitos,40,PE,1586657223,88,-3.75,-73.25,78.8,1.5
492,Borger,81,NL,1586657172,68,52.92,6.79,48.0,0.89
493,Antsla,98,EE,1586657223,86,57.83,26.54,33.01,1.5
494,Katherine,92,AU,1586657170,55,-14.47,132.27,87.8,5.7
495,Sucúa,100,EC,1586657224,58,-2.47,-78.17,69.15,1.1
496,Miquelon,27,PM,1586656930,92,47.1,-56.38,33.33,9.0
497,Matata,70,NZ,1586657224,55,-37.88,176.75,70.0,0.45
498,Tuban,58,ID,1586657224,68,-6.9,112.06,85.53,2.02
499,Turkmenabat,90,TM,1586657225,93,39.07,63.58,62.6,4.1
500,Jelgava,93,LV,1586657225,69,56.65,23.71,35.6,3.1
501,Petrochóri,92,GR,1586657225,67,41.12,24.83,55.99,2.24
502,Yangi Marg`ilon,66,UZ,1586657226,76,40.43,71.72,57.2,3.1
503,Van,75,TR,1586657226,43,38.49,43.38,33.8,1.3
504,‘Āhuimanu,40,US,1586657226,61,21.44,-157.84,82.4,3.1
505,Mingora,99,PK,1586657227,33,34.78,72.36,70.09,2.1
506,Son La,69,VN,1586657228,57,21.32,103.9,74.21,1.78
507,Rio Grande,0,BR,1586657148,94,-32.03,-52.1,55.0,3.39
508,Saint-Leu,19,RE,1586657229,69,-21.15,55.28,73.99,3.1
509,Ukwā,0,IN,1586657229,10,21.97,80.47,94.42,0.52
510,São Gabriel da Cachoeira,100,BR,1586657229,96,-0.13,-67.09,74.39,0.95
511,Cameron Park,90,US,1586657230,71,38.67,-120.99,68.0,2.6
512,Margate,17,GB,1586657230,93,51.38,1.39,57.99,1.5
513,Pangai,83,TO,1586657231,71,-19.8,-174.35,77.74,5.07
514,Petropavlovsk-Kamchatskiy,40,RU,1586657231,51,53.05,158.65,37.4,4.0
515,Palmer,1,US,1586657231,41,42.16,-72.33,42.8,3.6
516,Portsmouth,6,GB,1586657232,81,50.8,-1.09,54.0,1.5
517,Aripuanã,100,BR,1586657232,92,-9.17,-60.63,74.12,0.86
518,Hanko,100,FI,1586657232,82,59.83,22.95,39.0,1.34
519,Wuda,0,CN,1586657232,21,39.5,106.71,52.25,5.93
520,Awjilah,0,LY,1586657232,49,29.11,21.29,56.88,2.71
521,North Platte,75,US,1586657233,66,41.12,-100.77,55.0,7.7
522,Codrington,95,AU,1586657233,59,-38.27,141.97,58.06,4.58
523,Meulaboh,56,ID,1586657228,72,4.14,96.13,84.94,0.84
524,Nyurba,84,RU,1586657233,76,63.28,118.33,36.43,4.24
525,Rognan,100,NO,1586657233,59,67.1,15.39,35.01,7.2
526,Oron,100,NG,1586657234,83,4.83,8.23,75.45,0.39
527,Ramnagar,10,IN,1586657234,20,29.4,79.12,85.32,0.58
528,Cheyenne,75,US,1586657127,28,41.14,-104.82,59.0,6.7
529,Grand Gaube,40,MU,1586657234,78,-20.01,57.66,78.01,6.7
530,Bacolod City,4,PH,1586657235,54,10.67,122.95,87.89,1.28
531,Mackay,0,AU,1586657235,62,-21.15,149.2,89.01,4.1
532,Marsá Maţrūḩ,0,EG,1586657235,70,31.35,27.25,58.96,2.97
533,Anapskaya,0,RU,1586657235,86,44.89,37.38,30.2,3.0
534,Hlotse,0,LS,1586657235,44,-28.87,28.05,52.63,0.92
535,Erzin,2,TR,1586657236,87,36.96,36.2,57.2,2.1
536,Suleja,100,NG,1586657236,48,9.18,7.18,77.4,0.94
537,Barra da Estiva,100,BR,1586657236,74,-13.63,-41.33,67.01,0.25
538,Ilām,13,NP,1586656990,20,26.92,87.92,73.89,1.49
539,Boa Vista,56,BR,1586657237,55,2.82,-60.67,86.0,4.1
540,Khorixas,0,NA,1586657237,46,-20.37,14.97,72.41,1.73
541,Skjervøy,100,NO,1586657237,88,70.03,20.97,31.64,5.04
542,Karakol,97,KG,1586657237,23,42.49,78.39,52.88,1.33
543,Enshi,0,CN,1586657238,42,30.3,109.48,64.87,0.3
544,Buala,81,SB,1586657238,71,-8.14,159.59,84.72,2.2
545,Jubbal,84,IN,1586657238,18,31.12,77.67,60.03,1.4
546,Amahai,34,ID,1586657239,69,-3.33,128.92,84.52,0.37
547,Huron,1,US,1586657239,45,41.15,-82.55,52.0,4.1
548,San Miguel de Tucumán,24,AR,1586657239,77,-26.82,-65.22,68.0,1.5
549,Oddur,14,SO,1586657239,73,4.12,43.89,74.8,5.04
550,Pichayevo,98,RU,1586657240,85,53.24,42.2,32.68,7.64
551,Zatoka,0,UA,1586657240,42,46.07,30.47,44.6,5.0
552,Ketchikan,1,US,1586657241,29,55.34,-131.65,51.8,8.2
553,Nanchang,1,CN,1586657241,47,28.68,115.88,59.99,4.64
554,Gdov,97,RU,1586657242,91,58.74,27.81,32.63,2.82
555,Aransas Pass,90,US,1586657242,94,27.91,-97.15,77.0,5.7
556,Tyrma,0,RU,1586657243,32,50.08,132.17,58.3,1.6
557,Svecha,100,RU,1586657243,93,58.28,47.52,29.61,4.92
558,Fort Nelson,40,CA,1586657244,32,58.81,-122.7,37.4,3.1
559,Paita,97,PE,1586657244,65,-5.09,-81.11,76.71,4.45
560,Nerchinsk,0,RU,1586657245,21,51.98,116.58,63.45,3.84
561,Russas,24,BR,1586657245,94,-4.94,-37.98,75.6,1.46
562,Abonnema,99,NG,1586657245,88,4.71,6.79,77.77,3.06
563,Mount Gambier,90,AU,1586657127,58,-37.83,140.77,57.2,3.1
564,Vanimo,92,PG,1586657241,80,-2.67,141.3,83.73,2.68
565,Peterhead,40,GB,1586657246,57,57.51,-1.8,48.99,3.1
566,Coquimbo,76,CL,1586657013,87,-29.95,-71.34,59.0,2.6
567,Wanning,100,CN,1586657247,83,18.8,110.4,74.03,7.56
568,Barcelos,94,PT,1586657248,100,41.54,-8.62,53.01,1.0
569,Kasangulu,75,CD,1586657248,94,-4.59,15.17,75.2,0.71
